"case_id","case_name","case_status","case_state","court_name","case_type","case_ongoing","case_special_collections","case_causes_of_action","case_issues"
9222,"EEOC v. CHILI'S, INC. dba COZYMEL'S COASTAL MEXICAN GRILL","Coding Complete","Tennessee","Western District of Tennessee","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
9144,"EEOC v. YOUTH HOME, INC.","Coding Complete","Arkansas","Eastern District of Arkansas","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Pregnancy discrimination, Disparate Treatment, Medical Exam / Inquiry, Direct Suit on Merits, Private Party intervened in EEOC suit"
46330,"American Association of People with Disabilities v. Dudek","Coding Complete","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Ex Parte Young (Federal) or Bivens, Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Declaratory Judgment Act, 28 U.S.C. § 2201, Ex parte Young (federal or state officials)","Social Security Retirement and Death Benefit"
18382,"Ress v. Diveheart Foundation","Approved","Illinois","Northern District of Illinois","Disability Rights","Perhaps, but long-dormant",NULL,"Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., State Anti-Discrimination Law","Disability, unspecified, Disability (inc. reasonable accommodations), Access to public accommodations - privately owned, Reasonable Accommodations, Reasonable Modifications"
615,"Roe v. Meachum","Coding Complete","Connecticut","District of Connecticut","Prison Conditions","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Suicide prevention (facilities), Staff (number, training, qualifications, wages), Mental health care, general"
46105,"Morris v. Trump","Approved","Maryland","District of Maryland","Presidential/Gubernatorial Authority","No","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Privacy Act, 5 U.S.C.  § 552a","DOGE (Department of Government Efficiency), Access to information systems"
46099,"AIDS Vaccine Advocacy Coalition v. United States Department of State","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Ex Parte Young (Federal) or Bivens, Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","Impoundment (mandatory spending)"
9235,"EEOC v. MUHLENBERG MEDICAL ASSOCIATES","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e, State Anti-Discrimination Law","Sex discrimination, Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Promotion, Direct Suit on Merits, Private Party intervened in EEOC suit"
5936,"EEOC v. PERRY AUTOMOTIVE GROUP INC","Coding Complete","California","Central District of California","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Race, unspecified, Disparate Treatment, Direct Suit on Merits"
9555,"Commercial Cleaning Services, L.L.C. v. Collin Services Systems, Inc","Approved","Connecticut","District of Connecticut","Immigration and/or the Border","No",NULL,"Immigration and Nationality Act (INA), 8 U.S.C. §§ 1101 et seq., Racketeer Influenced and Corrupt Organizations Act (RICO), 18 U.S.C. §§ 1961 et seq.","Undocumented immigrants - state and local regulation, Employer sanctions, Employment"
6584,"EEOC v. FARRIS CONCRETE","Coding Complete","Texas","Eastern District of Texas","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
8532,"EEOC v. COMET RICE INGREDIENTS CO","Coding Complete","Texas","Southern District of Texas","Equal Employment","No","EEOC Study — in sample","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq.","Disability (inc. reasonable accommodations), Disparate Treatment, Hiring, Medical Exam / Inquiry, Direct Suit on Merits"
44223,"B.R. v. Quin","Approved","Tennessee","Middle District of Tennessee","Child Welfare","No",NULL,"42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","U.S. citizenship - acquiring, Undocumented immigrants - rights and duties, Undocumented immigrants - state and local regulation"
8294,"EEOC v. ARAMARK SERVICES, INC.","Coding Complete","Michigan","Eastern District of Michigan","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
6291,"EEOC v. MCCAIN FOODS, INC.","Coding Complete","Washington","Eastern District of Washington","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Promotion, Direct Suit on Merits"
17563,"Elkhorn Baptist Church v. Brown","Coding Complete","Oregon","Oregon state trial court","Speech and Religious Freedom","No","COVID-19 (novel coronavirus)","State law","Religious programs / policies"
7876,"EEOC v. Metromedia Restaurant Group d/b/a ""Bennigan's""","Coding Complete","Arizona","District of Arizona","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
45511,"Wong v. Fagan","Approved","Oregon","District of Oregon","Election/Voting Rights","No","Law Firm Antiracism Alliance (LFAA) project","42 U.S.C. § 1983, Civil Rights Act of 1957/1960, 52 U.S.C. § 10101 (previously 42 U.S.C. § 1971)","Election administration, Voting: General & Misc."
9912,"EEOC v. BANCTEC SERVICE CORP","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Equal Employment","No","EEOC Study — in sample","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq.","Disparate Treatment, Direct Suit on Merits"
17737,"Umarbaev v. Moore","Approved","Texas","Northern District of Texas","Immigration and/or the Border","No","COVID-19 (novel coronavirus)","Ex Parte Young (Federal) or Bivens, Habeas Corpus, 28 U.S.C. §§ 2241-2253; 2254; 2255, Ex parte Young (federal or state officials)","Sanitation / living conditions, Placement in detention facilities, Habeas Corpus, Conditions of confinement, Mitigation Requested, Release Requested, Mitigation Denied, Release Denied, Totality of conditions, Bathing and hygiene, Confinement/isolation, Detention - conditions"
17290,"State of Washington v. U.S. Department of Homeland Security","Approved","Washington","Eastern District of Washington","Immigration and/or the Border","No","Trump 1.0 & 2.0 Immigration Enforcement Order Challenges, Multi-LexSum (in sample), Trump Administration 1.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Ex parte Young (federal or state officials)","U.S. citizenship - acquiring, Visas - criteria, Visas - procedures, Public benefits (includes, e.g., in-state tuition, govt. jobs), Admission - criteria, Admission - procedure"
15851,"Brown v. Lexington County","Approved","South Carolina","District of South Carolina","Criminal Justice (Other)","Yes","Fines/Fees/Bail Reform (Criminalization of Poverty), Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Poverty/homelessness, Fetus Identity, False arrest, Fines/Fees/Bail/Bond"
5592,"EEOC v. Webster Industries, Inc.","Coding Complete","Mississippi","Southern District of Mississippi","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
11959,"United States v. AIG Federal Savings Bank","Approved","Delaware","District of Delaware","Fair Housing/Lending/Insurance","No reason to think so","Multi-LexSum (in sample)","Fair Housing Act/Fair Housing Amendments Act (FHAA), 42 U.S.C. §§ 3601 et seq., Equal Credit Opportunity Act (ECOA), 15 U.S.C. § 1691","Race discrimination, Black, Lending, Predatory lending"
45768,"State of Texas v. Calvert","Approved","Texas","Western District of Texas","Election/Voting Rights","No reason to think so",NULL,"State law","Voting: General & Misc."
8261,"EEOC v. DMS DIRECT MARKETING SERVICES INC","Coding Complete","Arizona","District of Arizona","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Indian, Sex discrimination, Race discrimination, Black, Female, National origin discrimination, Pregnancy discrimination, Retaliation, Disparate Treatment, Pay / Benefits, Harassment / Hostile Work Environment, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Promotion, Demotion, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
8034,"EEOC v. BARBER AUTO SALES","Coding Complete","California","Eastern District of California","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Arab/Afgani/Middle Eastern, Race discrimination, National origin discrimination, Religion discrimination, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
46068,"United States v. City of Hazleton","Coding Complete","Pennsylvania","Middle District of Pennsylvania","Election/Voting Rights","Yes",NULL,"Voting Rights Act, section 2, 52 U.S.C. § 10301 (previously 42 U.S.C. § 1973)","Race discrimination, Hispanic, Election administration, Vote dilution, Voting: General & Misc."
7761,"EEOC v. Metro Networks","Approved","Missouri","Eastern District of Missouri","Equal Employment","No","IWPR/Wage Project Consent Decree Study","Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Black, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
44595,"Liu v. Democratic National Committee","Approved","New York","Southern District of New York","Election/Voting Rights","No","Law Firm Antiracism Alliance (LFAA) project","42 U.S.C. § 1983, Voting Rights Act, section 2, 52 U.S.C. § 10301 (previously 42 U.S.C. § 1973)","Voting: General & Misc."
13376,"Dicus v. Seminole Pub. Sch. Dist.","Coding Complete","Oklahoma","Eastern District of Oklahoma","Education","No",NULL,"42 U.S.C. § 1983","Sex discrimination, Female"
9662,"U.S. v. Iowa","Coding Complete","Iowa","Southern District of Iowa","Intellectual Disability (Facility)","No","Multi-LexSum (in sample)","Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. § 1997 et seq., Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Medicaid, 42 U.S.C §1396 (Title XIX of the Social Security Act)","Classification / placement, Food service / nutrition / hydration, Habilitation (training/treatment), Individualized planning, Integrated setting, Record-keeping, Medical care, general, Medication, administration of, Mental health care, general, Intellectual disability/mental illness dual diagnosis, Restraints (physical), Intellectual/developmental disability, unspecified"
45771,"C.W. v. Nevada Department of Education","Coding Complete","Nevada","District of Nevada","Disability Rights","Yes",NULL,"Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Special education, Autism"
6726,"EEOC v. Advancemed Corporation","Coding Complete","Maryland","District of Maryland","Equal Employment","No","IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Black, Disparate Treatment, Hiring, Direct Suit on Merits"
12506,"Knipp v. Perdue","Coding Complete","Georgia","Northern District of Georgia","Public Benefits/Government Services","No","Olmstead Cases, Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Habilitation (training/treatment), Integrated setting, Least restrictive environment, Placement in mental health facilities, Mental health care, general, Disability, unspecified, Mental Illness, Unspecified, Mental health care, unspecified, Medicaid, Intellectual/Developmental Disability, Public benefits (includes, e.g., in-state tuition, govt. jobs), Disability (inc. reasonable accommodations), Mental impairment, Deinstitutionalization/decarceration, Intellectual/developmental disability, unspecified"
11641,"Barham v. Ramsey","Approved","District of Columbia","District of District of Columbia","Policing","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Record-keeping, Over/Unlawful Detention (facilities), Conditions of confinement, Records Disclosure, False arrest, Disparate Treatment, Pattern or Practice"
45244,"Doe v. Georgia Department of Corrections","Approved","Georgia","Northern District of Georgia","Prison Conditions","Yes","Transgender Healthcare Access Cases","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","LGBTQ+, Mental health care, general, Conditions of confinement, Gender identity, Disability (inc. reasonable accommodations), Mental impairment, Depression, Medical Exam / Inquiry, Accommodation / Leave, Transgender, Gender-affirming care"
317,"U.S. v. Georgia","Approved","Georgia","Northern District of Georgia","Juvenile Institution","No","Multi-LexSum (in sample)","Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400","Staff (number, training, qualifications, wages), Recreation / Exercise, Medical care, general, Medication, administration of, Mental health care, general, Totality of conditions, Education, Male, Female, Special education, Assault/abuse by staff (facilities)"
46098,"Global Health Council v. Trump","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Ex Parte Young (Federal) or Bivens, Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","Impoundment (mandatory spending)"
5873,"EEOC v. UNITED PARCEL SERVICE","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., State Anti-Discrimination Law","Disability (inc. reasonable accommodations), Disparate Treatment, Accommodation / Leave, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
43177,"Planned Parenthood of Kansas And Mid-Missouri Inc. v. Donnelly","Approved","Missouri","Western District of Missouri","Healthcare Access and Reproductive Issues","No",NULL,"42 U.S.C. § 1983","Medical care, general, Abortion, Female, Reproductive health care (including birth control, abortion, and others), Licensing restriction, Time-based abortion prohibition, Medication abortion, Facility requirements, Undue Burden"
46097,"Mennonite Church USA v. U.S. Department of Homeland Security","Approved","District of Columbia","District of District of Columbia","Immigration and/or the Border","Yes","Trump 1.0 & 2.0 Immigration Enforcement Order Challenges, Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Religious Freedom Rest. Act/Religious Land Use and Inst. Persons Act (RFRA/RLUIPA), Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","ICE/DHS/INS raid, Sanctuary city/state, Religious programs / policies, Deportation - criteria, Deportation - procedure, Deportation - judicial review"
44228,"A.P. v. Pennsylvania Department of Education","Approved","Pennsylvania","Eastern District of Pennsylvania","Education","No",NULL,"42 U.S.C. § 1983, Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Ex parte Young (federal or state officials)","Disability, unspecified, Education, Government services"
9345,"EEOC v. Stephens Institute dba Academy of Art College","Coding Complete","California","Northern District of California","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Black, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
10617,"Cokely v. New York Convention Center Operating Corporation","Approved","New York","Southern District of New York","Equal Employment","No","IWPR/Wage Project Consent Decree Study, Private Employment Class Actions","42 U.S.C. § 1981, State law, Equal Pay Act, 29 U.S.C. §  206(d), Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Race discrimination, Black, Hispanic, Female, Retaliation, Disparate Treatment, Pay / Benefits, Harassment / Hostile Work Environment, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.)"
17087,"State of Texas v. Nielsen","Coding Complete","Texas","Southern District of Texas","Immigration and/or the Border","Yes","Trump 1.0 & 2.0 Immigration Enforcement Order Challenges, Take Care, Multi-LexSum (in sample), Trump Administration 1.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Immigration and Nationality Act (INA), 8 U.S.C. §§ 1101 et seq.","Undocumented immigrants - rights and duties, Undocumented immigrants - state and local regulation, Legalization/Amnesty, Status/Classification, Hispanic, Deportation - criteria, Deportation - procedure, DACA (Deferred Action for Childhood Arrivals)"
5590,"EEOC v. Tru-Form Steel and Wire, Inc.","Coding Complete","Indiana","Northern District of Indiana","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Disparate Treatment, Direct Suit on Merits"
719,"Hensley v. Wilson","Coding Complete","Kentucky","Western District of Kentucky","Prison Conditions","No",NULL,"42 U.S.C. § 1983","Disciplinary procedures"
10160,"Jones v. Alfred H. Mayer Co.","Coding Complete","Missouri","Eastern District of Missouri","Fair Housing/Lending/Insurance","No",NULL,"42 U.S.C. § 1982","Racial segregation, Race discrimination, Black, Housing Sales/Rental"
45241,"Lopez v. Noble Credit Union","Approved","California","California state trial court","Fair Housing/Lending/Insurance","Yes",NULL,"State Anti-Discrimination Law","Undocumented immigrants - rights and duties, Immigration status, Lending, Disparate Impact, Disparate Treatment, Pattern or Practice, DACA (Deferred Action for Childhood Arrivals)"
17707,"Index Newspapers LLC v. City of Portland","Approved","Oregon","District of Oregon","Policing","Yes","Police Violence Protests, Litigation Against Federal Police (2020), Multi-LexSum (in sample)","42 U.S.C. § 1983, State law, Declaratory Judgment Act, 28 U.S.C. § 2201","Excessive force, Over/Unlawful Detention (facilities), Aggressive behavior, Pepper/OC Spray (policing)"
8342,"EEOC v. BOJANGLES FAMOUS CHICKEN AND BISCUITS, INC.","Coding Complete","Kentucky","Western District of Kentucky","Equal Employment","No",NULL,"Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
9748,"Everson v. Michigan Department of Corrections","Coding Complete","Michigan","Eastern District of Michigan","Equal Employment","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, State law, Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Male, Female, Disparate Treatment, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.)"
46090,"National Treasury Employees Union v. Vought","Coding Complete","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Ex parte Young (federal or state officials)","Funding, Civil Service, Impoundment (mandatory spending)"
10784,"Blackmon-Malloy v. U.S. Capitol Police Board","Approved","District of Columbia","District of District of Columbia","Equal Employment","Yes","Private Employment Class Actions, Multi-LexSum (in sample)","42 U.S.C. § 1981, Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Black, Retaliation, Disparate Impact, Disparate Treatment, Pattern or Practice, Training, Harassment / Hostile Work Environment, Discipline, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Promotion, Discharge / Constructive Discharge / Layoff"
44,"Friend v. Kolodzieczak","Coding Complete","California","Northern District of California","Jail Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Religious programs / policies, Religion discrimination"
46046,"Stanley v. City of Sanford, Florida","Approved","Florida","Middle District of Florida","Disability Rights","Yes",NULL,"42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law, Declaratory Judgment Act, 28 U.S.C. § 2201, State Anti-Discrimination Law, Ex parte Young (federal or state officials)","Disability, unspecified, Disability (inc. reasonable accommodations), Insurance"
7978,"EEOC v. WAL-MART STORES, INC.","Coding Complete","Washington","Western District of Washington","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Hiring, Direct Suit on Merits"
1009,"Skinner v. Uphoff","Coding Complete","Wyoming","District of Wyoming","Prison Conditions","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Crowding (General), Classification / placement, Staff (number, training, qualifications, wages), Male, Assault/abuse by non-staff (facilities)"
8227,"EEOC v. Outback Steakhouse of Florida","Approved","Colorado","District of Colorado","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Pattern or Practice, Hiring, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Promotion, Direct Suit on Merits, Private Party intervened in EEOC suit, No EEOC Final Resolution Type"
11967,"Jamie S. v. Milwaukee Public Schools","Approved","Wisconsin","Eastern District of Wisconsin","Education","No","Multi-LexSum (in sample)","Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Classification / placement, Individualized planning, Record-keeping, Intellectual/Developmental Disability, Mental impairment, Special education"
10401,"United States v. Metro Dade County","Coding Complete","Florida","Southern District of Florida","Equal Employment","No","Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment"
8236,"EEOC v. EZ Buy EZ Sell Recycler","Coding Complete","California","Central District of California","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study","Title VII (including PDA), 42 U.S.C.  § 2000e","Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
11983,"Anderson v. Peoples","Approved","Michigan","Eastern District of Michigan","Policing","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, State law","Incident/accident reporting & investigations, Over/Unlawful Detention (facilities), Male, Failure to train, Inadequate citizen complaint investigations and procedures, False arrest, Pattern or Practice"
6236,"EEOC v. HSF ENTERPRISES, INC. dba CHERRY HILL MOTORS","Coding Complete","New Jersey","District of New Jersey","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Disparate Treatment, Direct Suit on Merits, Private Party intervened in EEOC suit"
17616,"Bergamaschi v. Cuomo","Approved","New York","Southern District of New York","Jail Conditions","Yes","COVID-19 (novel coronavirus)","42 U.S.C. § 1983, State law","Classification / placement, Over/Unlawful Detention (facilities), Conditions of confinement, Mitigation Requested, Release Requested, Mitigation Denied, Release Denied"
12014,"Shields v. Walt Disney Parks and Resorts US","Approved","California","Central District of California","Disability Rights","No","Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., State law","Food service / nutrition / hydration, Phone, Disability (inc. reasonable accommodations), Visual impairment, Failure to train, Disparate Impact, Access to public accommodations - privately owned, Reasonable Accommodations, Reasonable Modifications, Barrier Removal, Parking, Transportation"
45936,"American Civil Liberties Union Foundation of South Carolina v. Stirling","Coding Complete","South Carolina","District of South Carolina","Speech and Religious Freedom","Yes",NULL,"42 U.S.C. § 1983, Ex parte Young (federal or state officials)","Conditions of confinement"
18084,"Fenty v. Penzone","Approved","Arizona","District of Arizona","Jail Conditions","Yes","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Habeas Corpus, 28 U.S.C. §§ 2241-2253; 2254; 2255","Sanitation / living conditions, Rehabilitation, Medical care, general, Disability, unspecified, Over/Unlawful Detention (facilities), Conditions of confinement, Mitigation Requested, Release Requested, Totality of conditions, Disability (inc. reasonable accommodations), Bathing and hygiene"
5909,"EEOC v. COMPUSA INC","Coding Complete","Texas","Southern District of Texas","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
12465,"United States v. Centier Bank","Coding Complete","Indiana","Northern District of Indiana","Fair Housing/Lending/Insurance","No","Multi-LexSum (in sample)","Fair Housing Act/Fair Housing Amendments Act (FHAA), 42 U.S.C. §§ 3601 et seq., Equal Credit Opportunity Act (ECOA), 15 U.S.C. § 1691","Race discrimination, Black, Hispanic, National origin discrimination, Lending, Predatory lending, Steering"
46091,"Planned Parenthood Arizona Incorporated v. Humble","Coding Complete","Arizona","District of Arizona","Healthcare Access and Reproductive Issues","No",NULL,"Ex parte Young (federal or state officials)","Medication abortion"
46088,"National Treasury Employees Union v. Vought","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Privacy Act, 5 U.S.C.  § 552a","DOGE (Department of Government Efficiency), Access to information systems"
5763,"EEOC v. EASTERN MICHIGAN UNIVERSITY","Coding Complete","Michigan","Eastern District of Michigan","Equal Employment","No","EEOC Study -- population, EEOC Study — in sample, IWPR/Wage Project Consent Decree Study","Equal Pay Act, 29 U.S.C. §  206(d)","Sex discrimination, Female, Disparate Treatment, Pay / Benefits, Direct Suit on Merits"
12030,"Meza v. Livingston","Coding Complete","Texas","Western District of Texas","Criminal Justice (Other)","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Classification / placement, Access to lawyers or judicial system, Conditions of confinement, Sex offender regulation, Work release or work assignments, Male, Disparate Treatment"
12519,"Roy v. Los Angeles County","Approved","California","Central District of California","Immigration and/or the Border","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, State law, Declaratory Judgment Act, 28 U.S.C. § 2201, Ex parte Young (federal or state officials)","Placement in detention facilities, Undocumented immigrants - rights and duties, Over/Unlawful Detention (facilities), Constitutional rights, Criminal prosecution, Detention - criteria, Detention - procedures, Fines/Fees/Bail/Bond"
45612,"State of Tennessee v. Cardona","Approved","Kentucky","Eastern District of Kentucky","Education","Yes","Transgender Bathroom Access Cases","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Title IX of the Education Amendments of 1972, 20 U.S.C. §§ 1681 et seq., Ex parte Young (federal or state officials)","LGBTQ+, Juveniles, Gender identity, Sex discrimination, Education, Female, Disparate Impact, Disparate Treatment, Medical Exam / Inquiry, Harassment / Hostile Work Environment, Bathrooms, School/University Facilities, School/University policies, Sports, Intersex, Transgender, Transgender: Sports"
17629,"Doe v. Trump","Coding Complete","California","Central District of California","Public Benefits/Government Services","No","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Public assistance grants, Marriage, Immigration status, National origin discrimination, Family discrimination, Disparate Treatment"
9039,"EEOC v. Diversified Behavioral Health Solutions, Inc.","Approved","Florida","Middle District of Florida","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e, State Anti-Discrimination Law","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits, Private Party intervened in EEOC suit"
9030,"EEOC v. CHRIS'S CAFE INC","Coding Complete","Ohio","Northern District of Ohio","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Pattern or Practice, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
5756,"EEOC v. Unitrin Specialty","Approved","Ohio","Southern District of Ohio","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq., Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Male, Age discrimination, Retaliation, Disparate Treatment, Hiring, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, No EEOC Final Resolution Type"
