unique_id,text
14554581-319045858-325301195,BNC Certificate of Notice
14554581-318709278-324964037,Relief from Stay
14554581-317891298-324145898,BNC Certificate of Notice
14554581-317644490-323898901,Order (Generic-no hearing)
14554581-317610230-323864616,Request
14554581-316124791-322377444,Courtroom Deputy Notes (Public)
14554581-314688831-320939529,Corrective Entry
14554581-314688825-320939523,"Notice of Postpetition Mortgage Fees, Expenses, and Charges"
14554581-314452570-320703226,BNC Certificate of Notice
14554581-314380747-320631388,Notice of Mortgage Payment Change
14554581-314113943-320364528,Final Hearing Set
14554581-314048920-320299487,Relief from Stay
14554581-314048901-320299468,Fact Summary for Motion for Relief from Stay
14554581-314048897-320299464,Auto-Docket of Credit Card/Debit Card
14554581-305025521-311262627,Notice of Mortgage Payment Change
14554581-233538377-239690920,BNC Certificate of Notice
14554581-233313356-239465616,Certificate of Financial Management Course
14554581-233267012-239419162,Confirming Chapter 13 Plan
14554581-233247270-239399420,Courtroom Notes
14554581-233144111-239296052,Courtroom Notes Continuing/Rescheduling
14554581-232983042-239134934,Trustee Notice of Dismissal/Withdrawal of a Document
14554581-232445312-238597159,BNC Certificate of Notice
14554581-232445311-238597158,BNC Certificate of Notice
14554581-232252394-238404008,Notice of Hearing (Continued/Rescheduled)
14554581-232252393-238404007,Notice of Hearing (Continued/Rescheduled)
14554581-232203067-238354519,Amended Chapter 13 Plan
14554581-230826373-236971655,Corrective Entry
14554581-230826370-236971652,Amended Chapter 13 Plan
14554581-230666691-236811795,Incorrect Event (Notice of)
14554581-230566758-236711664,Amended Chapter 13 Plan
14554581-230219447-236362539,BNC Certificate of Notice
14554581-230195572-236338546,BNC Certificate of Notice
14554581-229936861-236079146,Order (Granting)
14554581-229812040-235954282,Notice of Hearing - Van002
14554581-229781700-235923942,Trustee Objection to Confirmation of Plan AND Dismiss Case - Other
14554581-229781684-235923926,Chapter 13 Trustee Review & Recommendation Regarding Attorney Fees
14554581-226321511-232460000,Trustee Direction for Deduction
14554581-226104389-232242795,BNC Certificate of Notice
14554581-225800903-231939197,BNC Certificate of Notice
14554581-225800902-231939196,BNC Certificate of Notice
14554581-225800901-231939195,BNC Certificate of Notice
14554581-225800900-231939194,BNC Certificate of Notice
14554581-225738700-231876978,Notice of Debtor's Prior Filings
14554581-225737086-231875358,Notice of Requirement to Complete Course in Financial Management
14554581-225657857-231796116,Notice of Hearing - Van002
14554581-225642085-231780328,Less Than 100% Letter
14554581-225624921-231763133,Voluntary Petition (Chapter 13)
14554581-225624915-231763127,Auto-Docket of Credit Card/Debit Card
14554581-225624912-231763124,Chapter 13 Plan
14554581-225624906-231763118,Statement of Attorney for Debtor in a Chapter 13
14554581-225624903-231763115,Tax Documents
14554581-225624898-231763110,Employee Income Records
14554581-225624894-231763106,Certificate of Credit Counseling
14554581-225624892-231763104,Meeting of Creditors 13 (Auto Assign)
14554581-225624866-231763078,Determine Value
14554581-111965133-116305159,Closing Order: Discharging Standing Trustee (Ch13-Dismiss/Discharge Non-Image) For Court Use Only
14554581-108423732-112735930,Chapter 13 Trustee Final Report and Account
14554581-100796215-105046042,BNC Certificate of Notice
14554581-100675059-104924175,Discharging Debtor (Chapter 13)
14554581-100632605-104881537,Trustee Certification of Plan Completion
14554581-98322401-102553690,Response to Notice of Final Cure Payment Rule 3002.1
14554581-97558426-101784188,Notice of Final Cure Mortgage Payment
14554581-95873653-100086443,Debtors Certifications Regarding Domestic Support Obligations and Section 522(q)
14554581-95704734-99915900,Letter to Cease Deduction
14554581-55939877-60000418,Trustee Notice of Change of Address
45901732-292452440-298675064,Final Decree Chapter 13
45901732-290789806-297009765,Certificate of Service
45901732-289288566-295507491,Chapter 13 Trustee's Final Report and Account (batch)
45901732-287645969-293863664,Receipt of Filing Fee(OTC auto)
45901732-287051037-293268453,Trustee Report of Unclaimed Funds
45901732-273998656-280204083,BNC Certificate of Notice
45901732-273832683-280037892,BNC Certificate of Notice
45901732-273709289-279914469,Direct Pay - Stopping (Attach pdf Submitted Order)
45901732-273653324-279858493,SOE - Stopping Payroll Deduction Order
45901732-273439209-279644317,Dismiss Case
45901732-273363786-279568815,Submitted Order
45901732-272737018-278941464,No Objection (No Hearing)
45901732-270511373-276713717,Dismiss Case
45901732-246339918-252505040,Notice of Intent to Pay Claims
45901732-245599150-251764140,Notice of Appearance and Request for Service
45901732-245002658-251167610,BNC Certificate of Notice
45901732-244851669-251016545,Direct Pay
45901732-244756515-250921248,SOE - Direct Pay Order
45901732-237204898-243361445,BNC Certificate of Notice
45901732-236936932-243092936,Order
45901732-236644845-242799629,Submitted Order
45901732-234461925-240614701,Receipt of Filing Fee(OTC auto) AND Receipt of Filing Fee(OTC auto)
45901732-233683471-239836166,Exhibit to 341 Meeting of Creditors Record
45901732-232728327-238880215,Certificate of Service
45901732-232630967-238782852,Disallow Claim
45901732-232526160-238678020,Notice of Confirmation and Plan Terms
45901732-232172476-238323889,BNC Certificate of Notice
45901732-231741565-237888993,Notice of Withdrawal (Not to be used to Withdraw as Counsel)
45901732-231667869-237815172,Confirming Chapter 13 Plan
45901732-231635144-237782428,SOE - Confirmation of Plan
45901732-231503295-237650235,BNC Certificate of Notice
45901732-231126752-237272178,Payroll Deduction
45901732-231097089-237242500,SOE - Payroll Deduction Order
45901732-228962224-235103206,Certificate of Completion of Financial Management Course (Debtor Only)
45901732-228201929-234341325,BNC Certificate of Notice
45901732-227857404-233996621,Payroll Deduction
45901732-227817609-233956803,SOE - Payroll Deduction Order
45901732-227535355-233674316,Objection to Confirmation of Plan (Creditors)
45901732-227346033-233484951,BNC Certificate of Notice
45901732-227346032-233484950,BNC Certificate of Notice
45901732-227164596-233303509,Certificate of Service
45901732-226885729-233024535,Meeting of Creditors Chapter 13
45901732-226800022-232938813,Pay Filing Fees in Installments
45901732-226777334-232916125,Voluntary Petition (Chapter 13)
45901732-226777333-232916124,Chapter 13 Plan
45901732-226777332-232916123,Pay Filing Fee in Installments
45901732-226777331-232916122,Chapter 13 Statement of Current Monthly and Disposable Income
45901732-226777330-232916121,Certificate of Credit Counseling Briefing (Debtor Only)
26787837-280595351-286804611,BNC Certificate of Mailing - Order of Discharge
26787837-280258612-286467725,Discharging Chapter 7 Debtor(s)
26787837-280258611-286467724,Closing Chapter 7 No Asset Case
26787837-279843886-286052300,Reaffirmation Agreement
26787837-279200324-285408173,Chapter 7 Trustee's Report of No Distribution
26787837-275370212-281577270,Chapter 7 Proceeding Memo-Meeting of Creditors Held
26787837-273099545-279304479,Notice of Appearance and Request for Notice
26787837-273099544-279304478,Certificate of Service
26787837-272642355-278846691,BNC Certificate of Mailing - Meeting of Creditors
26787837-272551055-278755293,Financial Management Course
26787837-272438872-278642920,Auto Assignment Meeting of Creditors 7 No Asset
26787837-272421085-278625128,Certificate of Credit Counseling
26787837-272421083-278625126,Payment Advices
26787837-272412999-278617029,Voluntary Petition (Chapter 7)
26787837-272412998-278617028,Disclosure of Compensation of Attorney for Debtor  AND Schedules A-J AND Statement of Financial Affairs AND Summary of Schedules AND Statement of Intention
26787837-272412997-278617027,Statement of Social Security Number
26787837-272412996-278617026,Chapter 7 Statements - Monthly Income (22A-1) / Exemption Presumption of Abuse (22A-1Supp) (12/14)
5335719-260876282-267062487,Hearing on Motion*
5335719-257843277-264022661,Disbursement of Funds
5335719-255825669-261999287,~Util - Terminate Motions AND Order
5335719-255558068-261731020,Text-Only Notice of Hearing Cancelled
5335719-253069093-259239861,Hearing on Motion*
5335719-252161853-258331785,Motion - Free
67184260-272754750-278959206,Initial Presentence Investigation Report
67184260-272754749-278959205,Sealed Addendum
67184260-272754748-278959204,Sealed Attachment to Addendum to PSR
14740604-345514107-351852161,BNC certificate of mailing of order
14740604-345246885-351584085,Order on Motion to Incur Debt
14740604-342845347-349176066,Incur Debt
14740604-333383672-339685885,Directive for Termination of Plan Payments
14740604-333383668-339685881,Directive for Plan Payments
14740604-321465283-327723489,Directive for Termination of Plan Payments
14740604-321465279-327723485,Directive for Plan Payments
14740604-321406641-327664807,Debtor(s) Change of Address
14740604-313988179-320238738,Directive for Termination of Plan Payments
14740604-313988176-320238735,Directive for Plan Payments
14740604-313305993-319556171,Directive for Termination of Plan Payments
14740604-313305987-319556165,Directive for Plan Payments
14740604-303557979-309793391,Directive for Termination of Plan Payments
14740604-303557977-309793389,Directive for Plan Payments
14740604-281379840-287589429,BNC certificate of mailing of order
14740604-281125101-287334563,Order on Motion for Relief from Stay
14740604-280989212-287198638,Hearing Cancelled
14740604-279087864-285295666,Directive for Plan Payments
14740604-279062004-285269803,Directive for Termination of Plan Payments
14740604-278169783-284377359,Relief from Stay - fee
14740604-278169782-284377358,none
14740604-277421371-283628790,BNC certificate of mailing of order
14740604-277199855-283407267,Confirming Chapter 13 Plan
14740604-275362933-281569991,Verification of Claims Register Upon Expiration of Claims Deadline
14740604-272218443-278422199,Amended/Modified Chapter 13 Plan and Related Motions
14740604-270149548-276351470,Denying Confirmation of Plan
14740604-270058469-276260343,Hearing held
14740604-269526190-275727510,"Objection to Confirmation of Chapter 13 Plan, Notice of Objection to Confirmation of Plan and Notice"
14740604-264764238-270957265,Amended/Modified Chapter 13 Plan and Related Motions
14740604-264662253-270855175,BNC certificate of mailing of order
14740604-264387201-270579685,Hearing held
14740604-264387199-270579683,Denying Confirmation of Plan
14740604-261574219-267764604,Directive for Plan Payments
14740604-261539842-267730212,Certification re: Compliance with Requirements of 11 U.S.C. Section 1325
14740604-261519680-267710041,Objection to Confirmation of Chapter 13 Plan
14740604-260722270-266908474,Certification of Completion of Postpetition Financial Management Course
14740604-258855567-265035281,"Amended Schedule(s) and/or Statement(s), List(s) - NO FEE"
14740604-256177194-262351532,CerDocTyp - Notice of Meeting of Creditors
14740604-256177193-262351531,CerDocTyp - Notice of Electronic Filing Procedure
14740604-256177192-262351530,CerDocTyp - Notice of Requirement to Complete Course in Personal Financial Management
14740604-255971842-262145594,Auto Assignment Meeting of Creditors Chapter 13
14740604-255935931-262109659,Voluntary Petition under Chapter 13
14740604-255935930-262109658,Chapter 13 Plan and Related Motions
14740604-255935929-262109657,Certificate of Credit Counseling
14740604-255935923-262109651,none
14740604-101129668-105382432,Case Closed - Chapter 13 Discharge
14740604-100817784-105067986,Trustee Final Report and Account - Chapter 13
14740604-63427456-67552326,CerDocTyp - BNC Certificate of Mailing of Discharge of Debtor After Completion of Chapter 13 Plan
14740604-62990990-67112163,Discharge of Debtor(s) (Chapter 13 Only)
14740604-59345300-63440068,CerDocTyp - Notice to Debtor(s) and Creditors Concerning Issuance of Chapter 13 Discharge
14740604-58739225-62829252,Debtor's(s') Certification of Compliance with 11 U.S.C. Section 1328
14740604-58691837-62781412,Directive for Termination of Plan Payments
14740604-58691836-62781411,Trustee Report of Completion of Plan Payments
61142953-256968819-263143377,Remark (*PUBLIC ENTRY)
69459960-414199807-427831475,~Util - Terminate Civil Case
69459960-414149452-427777359,Notice of Voluntary Dismissal
69459960-412406421-425803933,Summons Returned Executed
69459960-411767724-424937629,Order to Show Cause (Federal)
69459960-411330589-424346876,Notice of Appearance
69459960-410845198-423705826,Filing Fee Received
69459960-410841730-423701201,Complaint
69459960-410841720-423701184,Summons Issued as to USA
8315965-46682737-48970910,Consent to Jurisdiction by US Magistrate Judge
8315965-46682733-48970907,Consent to Jurisdiction by US Magistrate Judge
8315965-46682730-48970903,Order Dismissing Case
8315965-358347379-364896866,Settlement Conference
8315965-46682727-48970900,Scheduling Order
8315965-279550356-285758286,Telephone Conference
8315965-46682723-48970896,Letter
8315965-358347378-364896865,Order
8315965-46682719-48970892,Set Deadlines/Hearings
8315965-268518585-274715197,Initial Conference Hearing
8315965-46682715-48970888,Order on Motion for Extension of Time to Answer
8315965-46682711-48970884,Answer to Complaint
8315965-46682708-48970881,Motion for Extension of Time to File Answer
8315965-46682704-48970877,Notice of Appearance
8315965-46682700-48970872,Corporate Disclosure Statement
8315965-46682696-48970869,Summons Returned Executed
8315965-46682691-48970864,Summons Returned Executed
8315965-46682686-48970859,Summons Returned Executed
8315965-46682681-48970854,Notice of Appearance
8315965-46682674-48970847,Summons Issued
8315965-46682670-48970841,Quality Control Check - Attorney Case Opening
8315965-46682663-48970837,Clerks Notice of Rule 73
8315965-358347377-364896864,Case Assigned/Reassigned
8315965-46682657-48970830,Complaint
8315965-46682657-50124684,Proposed Summons Penta
8315965-46682657-50124678,Proposed Summons N. Fillas
8315965-46682657-50124669,Proposed Summons Fillas
8315965-46682657-50124663,Civil Cover Sheet
8315965-282309958-288521268,Settlement Conference
8315965-279232169-285440029,Order(Other)
67555617-367058366-374230132,Final Decree and Case Closed
67555617-367050898-374220569,BNC Certificate of Mailing - Order of Discharge
67555617-366686769-373795020,Discharging Debtor(s)
67555617-366680859-373789021,Discharging Debtor(s)
67555617-362587916-369282688,Trustee Services Rendered Pursuant to 330(e)
67555617-361893177-368570278,Chapter 7 Trustee's Report of No Distribution - No Funds
67555617-360233770-366838606,Telephonic 341 Meeting Information (Batch)
67555617-358892327-365474337,BNC Certificate of Mailing
67555617-358711301-365288384,Chapter 7 Filing Fee Waived (order)
67555617-358328598-364877595,Creditor Request for Notice
67555617-356656357-363199096,BNC Certificate of Mailing - Meeting of Creditors
67555617-355287861-361789087,Personal Financial Management Course Certificate
67555617-355044919-361545094,Personal Financial Management Course Certificate
67555617-353626501-360113212,Flags Set CASECHECKED
67555617-353573164-360058659,Affidavit
67555617-352419483-358880297,Voluntary Petition (Chapter 7)
67555617-352419482-358880296,Chapter 7 Filing Fee Waived
67555617-352419481-358880295,Chapter 7 Statements - Monthly Income (122A-1) / Exemption Presumption of Abuse (122A-1Supp)
67555617-352419480-358880294,Bankruptcy Cover Sheet
67555617-352419478-358880292,Certificate of Budget and Credit Counseling Course
67555617-352454527-358915895,Statement About Your Social Security Numbers
67555617-352454526-358915894,Statement of Intention for Individuals Filing Under Chapter 7
67555617-352454524-358915892,Auto Assignment Meeting of Creditors 7
13584558-351821130-358265164,Order on Motion for Extension of Time (Misc)
13584558-344937981-351274312,Order on Motion for Extension of Time to Complete Discovery
13584558-337590269-343900267,Order Lifting Stay
13584558-336081138-342387990,Order on Motion to Dismiss AND Order on Report and Recommendations
13584558-301547998-307782041,Order for Response
13584558-301547997-307782040,Order on Motion to Stay
13584558-301107126-307340840,Order on Motion for Extension of Time to File Response/Reply
13584558-297827929-304058961,Order on Report and Recommendations
13584558-292209757-298432088,Order Directing Service
13584558-285710846-291926764,Order to Show Cause
13584558-282954660-289166422,Order on Motion for Leave to Proceed In Forma Pauperis AND Order on Motion for Leave to Proceed In Forma Pauperis
13584558-278191237-284398814,Order to File Prisoner Account Statement
13584558-275997926-282205009,Order Referring Case to Magistrate Judge
13584558-60190595-64291531,Order on Motion for Summary Judgment
13584558-60207415-64308454,Judgment
10645068-283982050-290195480,Judgment
10645068-283982048-290195477,Findings of Fact & Conclusions of Law
10645068-283982047-290195476,Findings of Fact & Conclusions of Law
10645068-283982045-290195474,Utility - Miscellaneous
10645068-283982044-290195473,Findings of Fact & Conclusions of Law
10645068-283982043-290195472,Notice (Other)
10645068-283982041-290195470,Minutes - Miscellaneous
10645068-283982038-290195468,Minutes - Miscellaneous
10645068-283982037-290195466,Minutes - Miscellaneous
10645068-283982033-290195462,Waiver - Miscellaneous
10645068-283982030-290195459,Memorandum in Opposition
10645068-283982028-290195457,Order
10645068-283982024-290195455,Memorandum in Opposition
10645068-283982021-290195451,Pretrial Conference Statement
10645068-283982020-290195449,Exhibit List
10645068-283982019-290195448,Order
10645068-283982018-290195447,Order
10645068-283982016-290195445,Minutes - Miscellaneous
10645068-283982014-290195442,Certificate of Service
10645068-283982012-290195440,Declaration in Support
10645068-283982008-290195437,Objection to Report and Recommendations
10645068-283982005-290195435,Statement of Facts
10645068-283982004-290195433,Response/Reply - Miscellaneous
10645068-283982002-290195430,Memorandum in Opposition
10645068-283981999-290195429,Declaration in Support
10645068-283981996-290195425,Memorandum in Opposition
10645068-283981995-290195423,Motion for Miscellaneous Relief
10645068-283981991-290195422,Certificate of Service
10645068-283981989-290195418,Statement of Facts
10645068-283981986-290195415,Exhibits
10645068-283981985-290195414,Motion for Summary Judgment
10645068-283981982-290195412,Received Document
10645068-283981977-290195408,Declaration in Support
10645068-283981975-290195404,Memorandum in Opposition
10645068-283981972-290195401,Motion to Amend/Correct
10645068-283981969-290195398,Miscellaneous Document
10645068-283981966-290195396,Declaration in Support
10645068-283981965-290195394,Motion for Miscellaneous Relief
10645068-283981964-290195393,Case Management Scheduling Order
10645068-283981961-290195390,Case Management Conference - Initial
10645068-283981960-290195389,ADR Certification (ADR L.R. 3-5 b)of discussion of ADR options
10645068-283981958-290195388,Case Management Statement
10645068-283981957-290195386,Stipulation and Order
10645068-283981955-290195384,Answer to Complaint
10645068-283981954-290195383,Certificate of Service
10645068-283981952-290195381,Scheduling Order
10645068-283981951-290195380,Complaint
68968175-414354021-427996871,Release of Wages
68968175-414353982-427996832,Dismissing Case Before Confirmation with Prejudice
68968175-410518827-423268552,Extend Time to Pay Filing Fees (order)
68968175-409106111-421357787,Pay Filing Fees
68968175-397233907-406402391,Pay Filing Fee in Installments (order)
68968175-397230188-406398578,Garnishment Order
68968869-406299856-417538015,BNC Certificate of Notice - Order of Discharge
68968869-406015032-417161284,Final Decree
68968869-405954072-417078873,Discharging Debtor
68968869-397691679-406869008,BNC Certificate of Notice - Meeting of Creditors
68968869-397253858-406422555,Voluntary Petition (Chapter 7)
68968869-397253827-406422523,Certificate of Credit Counseling
68968869-397325182-406495708,Automatic Assignment - Meeting of Creditors - Chapter 7
7547694-356173743-362700686,Confirming Chapter 13 Plan
7547694-356034119-362557759,Ch 12/13 - Report to Court (Favorable/Unfavorable)
7547694-355781829-362296079,Minute Entry/Order
7547694-355078523-361578858,Agreed Modification of Chapter 12/13 Plan
7547694-353474308-359958194,BNC Certificate of Service - Order
7547694-353258575-359738477,Block Scheduling
7547694-353238630-359718280,Objection to Confirmation of Amended Plan
7547694-350962605-357402569,Certificate of Service re: Plan Notice (Ch 13 Only)
7547694-350798160-357237979,Plan Notice - Debtor or Trustee Distribution (Ch 13)
7547694-350662376-357102054,Chapter 13 Plan - Amended (Pre-Confirmation ONLY)
7547694-350662375-357102053,Schedule(s) - Amended
7547694-350065591-356504735,Minute Entry/Order
7547694-345349628-351686971,BNC Certificate of Service - Order (All Creditors)
7547694-345043712-351380866,Block Scheduling
7547694-345023354-351360496,Objection to Confirmation of Plan
7547694-341064973-347388560,Terminate Wage Assignment Order
7547694-341008278-347331531,Wage Assignment Order Amended
7547694-338185620-344496863,Wage Assignment Order
7547694-333657673-339961487,341 Meeting Held - Plan Favorable/Unfavorable (TR13F/TR13U)
7547694-333554632-339857396,Personal Financial Management Course Certificate
7547694-333554631-339857395,Personal Financial Management Course Certificate
7547694-332191203-338491263,Appearance
7547694-330777920-337044003,341 Meeting Continued - TR7CONT
7547694-328583899-334848126,BNC Certificate of Service - 341 Meeting Notice
7547694-328437467-334701637,Certificate of Service re: Plan Notice (Ch 13 Only)
7547694-328282178-334546286,341 Meeting of Creditors (Ch 13)
7547694-328282063-334546171,Plan Notice - Debtor or Trustee Distribution (Ch 13)
7547694-328203301-334467317,Wage Assignment Order
7547694-328158519-334422422,Chapter 13 Voluntary Petition
7547694-328158518-334422421,Chapter 13 Statement of Current Monthly Income and Calculation of Commitment Period (Form 122C-1)
7547694-328158517-334422420,Statement of Social Security Number(s)
7547694-328158515-334422418,Auto-Docket of Credit Card
7547694-328158514-334422417,Credit Counseling Certificate
7547694-328158513-334422416,Pay Advices and/or Statement in Lieu of Pay Advices
7547694-328158512-334422415,Rights & Responsibilities - Chapter 13
7547694-328158511-334422414,Chapter 13 Plan - Original/Corrected Original
7547694-328158510-334422413,Pay Advices and/or Statement in Lieu of Pay Advices
7547694-153208769-158248086,Close Bankruptcy Case
7547694-150024433-154827228,Ch 13 - Final Report and Account
7547694-149972561-154774775,BNC Certificate of Service - Discharge Order
7547694-149608640-154406267,Discharge of Debtor(s)
7547694-147657230-152415755,"Discharge, Motion for Entry of Chapter 12/13 - No DSO"
7547694-147557628-152315174,Notice of Plan Completion
7547694-146079343-150812883,"Final Cure Payment (Rule 3002.1), Response to Notice of"
7547694-144102580-148803833,"Final Cure Payment (3002.1), Notice of"
7547694-142888284-147566279,"Modify Plan, Order on Motion to"
7547694-139700788-144334609,"Modify Plan Post-Confirmation, Motion to"
7547694-127432203-131900969,"Payment Change (Rule 3002.1), Notice of"
7547694-107167628-111469100,Certificate of Service
7547694-106982292-111282288,"Modify Secured Debt, Order on Motion to"
7547694-105630892-109918855,"Modify Secured Debt, Motion to"
7547694-105068211-109351324,Deficiency Notice - Miscellaneous
7547694-105018759-109301397,"Incur Debt, Motion to"
7547694-86637766-90809630,"Payment Change (Rule 3002.1), Notice of"
7547694-33448966-35617565,"Substitution and Withdrawal of Appearance, Notice of"
7547694-50078247-53584249,Schedule(s) - Amended
67605368-363204531-369958716,Notice (Other)
67605368-363204485-369958669,Order
67605368-359597839-366190909,Summons Returned Executed as to USA
67605368-358703862-365279693,Summons Issued
67605368-358683365-365258862,Complaint - New Case
67605368-358683359-365258857,Summons Request
67605368-358683357-365258855,Summons Request
67605368-358683355-365258853,Case Assigned/Reassigned
67605368-358683351-365258849,Case Opening Notice (Form Attached)
13499258-332133797-338433805,Order on Motion for Miscellaneous Relief AND Order on Motion for Summary Judgment AND Order on Motion to Exclude
13499258-356218618-362746277,Order on Motion for Reconsideration
13499258-353917958-360408646,Stay
13499258-347227278-353641358,Reconsideration
13499258-347227276-353641356,Request/Statement of Oral Argument
13499258-345941884-352289828,Order
13499258-345711566-352051897,Judgment
13499258-324586007-330846832,~Util - Create Case Association AND Order
13499258-324586006-330846831,Order
13499258-322925441-329185864,Initial Case Assignment
13499258-322915980-329176403,Filing Fee Payment - Case Opening - 400 dollars
13499258-322704503-328964814,Complaint
13499258-230436333-236580863,Witness and Exhibit List
13499258-224743088-230877525,Response/Memorandum in Opposition to Motion
13499258-224692288-230826616,Order on Motion for Leave to File AND Order on Motion for Leave to File
13499258-224692281-230826609,Supplemental Memorandum
13499258-224692276-230826604,Supplemental Memorandum
13499258-224021090-230152458,Leave to File Document
13499258-224021084-230152452,Leave to File Document
13499258-219762843-225851488,Miscellaneous Relief
13499258-219762841-225851486,Response/Memorandum in Opposition to Motion
13499258-219762834-225851479,Response/Memorandum in Opposition to Motion
13499258-219693904-225777780,Order
13499258-219457947-225534187,Exclude
13499258-219457938-225534178,Summary Judgment
13499258-214067576-220045834,Order on Motion to Substitute Attorney
13499258-213961405-219938118,Substitute Attorney
13499258-206202374-212054137,Order on Motion to Substitute Attorney
13499258-205826360-211672044,Substitute Attorney AND Withdraw as Attorney
13499258-202661418-208454794,Terminate Hearings AND Order
13499258-199124442-204846563,Order
13499258-196153826-201830231,Order on Motion to Enroll as Counsel of Record
13499258-195929275-201602255,Statement of Corporate Disclosure
13499258-195929271-201602251,Enroll as Counsel of Record
13499258-184881176-190374373,Order on Motion for Miscellaneous Relief
13499258-184248044-189732183,Miscellaneous Relief
13499258-179313554-184719591,Set Hearings AND Status Conference
13499258-178956113-184356361,Answer to Amended Complaint
13499258-178944900-184345056,Answer to Amended Complaint
13499258-178904126-184303832,Answer to Amended Complaint
13499258-177688099-183067497,Order on Motion to Amend/Correct
13499258-177687947-183067345,Amended Complaint
13499258-177452346-182828324,Amend/Correct
13499258-175699745-181047703,Scheduling Order
13499258-175165318-180505356,Order on Motion to Enroll as Counsel of Record
13499258-174492114-179822362,Order AND ~Util - Set/Reset Hearings
13499258-173596141-178914141,Appear as Counsel of Record
13499258-172612030-177916526,Set Hearings AND Order
13499258-171049777-176332488,Answer to Complaint
13499258-170834092-176112404,Statement of Corporate Disclosure
13499258-170834082-176112394,Statement of Corporate Disclosure
13499258-170834073-176112385,Statement of Corporate Disclosure
13499258-170822835-176100998,Answer to Complaint
13499258-170060119-175324223,Answer to Complaint
13499258-169432462-174685957,Statement of Corporate Disclosure
13499258-169036292-174284112,Order on Motion for Extension of Time to Answer
13499258-168864397-174110476,Extension of Time to Answer
13499258-168075267-173312783,Order on Motion to Enroll as Counsel of Record
13499258-167754777-172988351,Order
13499258-167655530-172888079,Enroll as Counsel of Record
13499258-167653472-172885974,Waiver of Service Executed
13499258-167653471-172885973,Waiver of Service Executed
13499258-167653470-172885972,Waiver of Service Executed
13499258-162355294-167514265,ADI event
13499258-162191546-167348346,Order Reassigning Case
13499258-131377156-135891776,Order Reassigning Case
62987095-371157340-378621815,Closing Order: Discharging Standing Trustee (Ch13-Dismiss/Discharge Non-Image) For Court Use Only
62987095-368454969-375790025,Chapter 13 Trustee Final Report and Account
62987095-365108120-372004279,Dismiss Case - Utility Event
62987095-364398312-371236041,BNC Certificate of Notice
62987095-364166613-370990264,Order (Generic-from hearing)
62987095-362139287-368822227,Dismiss Case for Failure to Make Plan Payments
62987095-362139225-368822165,Notice of Hearing - Van002
62987095-209692806-215603841,BNC Certificate of Notice
62987095-209344224-215249369,Notice of Hearing - Van002
62987095-209282534-215186469,Dismiss Case for Failure to Make Plan Payments
62987095-206027879-211876811,BNC Certificate of Notice
62987095-205957743-211805122,Dismissing Case for Failure to Make Plan Payments
62987095-204116118-209931907,BNC Certificate of Notice
62987095-203799585-209611584,Notice of Hearing - Van002
62987095-203769366-209581146,Dismiss Case for Failure to Make Plan Payments
62987095-196333105-202012036,BNC Certificate of Notice
62987095-196062598-201737616,Confirming Chapter 13 Plan
62987095-194372782-200013787,Courtroom Notes Continuing/Rescheduling
62987095-194211888-199849080,Installments Completed
62987095-194172783-199809490,"Payment of Fee (Full Filing Fee, Installment Payment, Reopen)"
62987095-194172628-199809335,Auto-Docket of Credit Card/Debit Card
62987095-194011530-199645188,BNC Certificate of Notice
62987095-193820859-199452345,Approving
62987095-193775054-199405882,Notice of Withdrawal
62987095-193388633-199013616,BNC Certificate of Notice
62987095-193152652-198774709,Order Rescheduling Hearing
62987095-193152649-198774706,Courtroom Notes Continuing/Rescheduling
62987095-192707588-198322079,Amended Chapter 13 Plan
62987095-192578813-198191968,BNC Certificate of Notice
62987095-192267643-197876434,Notice of Telephonic Hearing
62987095-192175802-197782875,Dismiss Case - Other
62987095-190403876-195984693,Personal Financial Management Course Certificate
62987095-187543656-193080996,Withdrawal of Claim
62987095-187411971-192947326,BNC Certificate of Notice
62987095-187411970-192947325,BNC Certificate of Notice
62987095-187411969-192947324,BNC Certificate of Notice
62987095-187191832-192723816,Meeting of Creditors 13 (Auto Assign)
62987095-187184623-192716425,Pay Filing Fee in Installments (Non-Image Order)
62987095-187178093-192709830,Notice of Requirement to Complete Course in Financial Management
62987095-187177039-192708760,Notice of Requirement to Complete Course in Financial Management
62987095-187141868-192673170,Voluntary Petition (Chapter 13)
62987095-187141864-192673166,Pay Filing Fee in Installments
62987095-187141863-192673164,Social Security-Form B121
62987095-362430896-369123005,BNC Certificate of Notice
62987095-187141860-192673162,Certificate of Credit Counseling
62987095-187141857-192673159,Employee Income Records
62987095-187141856-192673157,Notice of Intent to Pay Chapter 13 Case Filing Fee through Chapter 13 Plan
62987095-187141854-192673156,Chapter 13 Plan
3050501-286207696-292423964,Opinion filed
13562471-273160317-279365293,Case Transferred In - District Transfer
13562471-57443174-61522913,Dismissing Case
4497394-23192497-24526220,Transcript
4497394-23192495-24526218,Docket Annotation
4497394-23192492-24526215,Bail Information Sheet
4497394-23192490-24526213,Dismissal of Counts
4497394-23192487-24526210,Judgment
4497394-23192484-24526207,Transcript
4497394-23192481-24526204,Exhibit List
4497394-23192478-24526200,Order on Motion to Dismiss
4497394-23192475-24526197,Motion to Dismiss
4497394-13232811-9731987,Sentencing Memorandum
4497394-13232811-9731996,Exhibit Exhibit A
4497394-13232595-9731759,Sentencing Memorandum
