unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
4497394-13232413-9731539,"RESPONSE/REPLY by Kristian Saucier re 55 Notice (Other) Defendant's Opposition to United States Notice to the Defendant Pursuant to Rule 404(b) (Hogan, Derrick) (Entered: 05/17/2016)",gpt-4o-mini-2024-07-18,359,4,Reply / Response,Reply / Response
4497394-13232405-9731529,"Sealed Document: Defendant's Opposition to Government's Motion in Limine to Preclude Certain Evidence by Kristian Saucier re 79 SEALED MOTION Motion In Limine - - (Hogan, Derrick) (Entered: 05/17/2016)",gpt-4o-mini-2024-07-18,361,4,Reply / Response,Reply / Response
4497394-13232397-9731517,"ORDER granting 82 Motion to Seal as to Kristian Saucier (1). Signed by Judge Stefan R. Underhill on 5/13/2016. (Pollack, R.) (Entered: 05/13/2016)",gpt-4o-mini-2024-07-18,357,2,Order,Order
4497394-50280662-53787248,"Docket Entry Correction as to Kristian Saucier re 81 Order on Sealed Motion MODIFIED TO NOTE ENTRY HAS BEEN ENTERED IN ERROR AND REDOCKETED AS DOC 84 (Oliver, T.)",gpt-4o-mini-2024-07-18,349,3,Errata,Errata
4497394-13232390-9731506,"ORDER granting 76 Motion Substitute Exhibits Pursuant to CIPA Section 6(c) as to Kristian Saucier (1). Signed by Judge Stefan R. Underhill on 5/12/2016. (Oliver, T.) (Entered: 05/13/2016)",gpt-4o-mini-2024-07-18,367,2,Order,Order
4497394-13232368-9731484,"MOTION to Seal Defendant's Opposition to United States' Trial Memorandum and Notice of Intent to Offer Evidence by Kristian Saucier. (Attachments: # 1 Text of Proposed Order)(Hogan, Derrick) (Entered: 05/12/2016)",gpt-4o-mini-2024-07-18,361,4,Request / Motion,Request / Motion
4497394-13232361-9731474,"ENTERED IN ERROR - ORDER granting 79 Sealed Motion as to Kristian Saucier (1). Signed by Judge Stefan R. Underhill on 5/12/2016. (Oliver, T.) Modified on 5/13/2016 (Oliver, T.). (Entered: 05/12/2016)",gpt-4o-mini-2024-07-18,375,2,Order,Order
4497394-13232351-9731462,"Minute Entry for proceedings held before Judge Stefan R. Underhill:Pretrial Conference as to Kristian Saucier held on 5/12/2016. Total Time: 1 hours and 0 minutes.(Court Reporter Sharon Masse.)(Pollack, R.) (Entered: 05/12/2016)",gpt-4o-mini-2024-07-18,372,3,Minute Entry,Minute Entry
4497394-13232339-9731450,"SEALED MOTION Motion In Limine - by USA as to Kristian Saucier. (Richards, Vanessa) (Entered: 05/12/2016)",gpt-4o-mini-2024-07-18,342,4,Request / Motion,Request / Motion
4497394-13232320-9731429,"ORDER granting 75 Motion for Attorney Peter Pullano to be Admitted Pro Hac Vice as to Kristian Saucier (1). Certificate of Good Standing due by 7/9/2016. Signed by Clerk on 5/10/2016. (Oliver, T.) (Entered: 05/10/2016)",gpt-4o-mini-2024-07-18,376,2,Order,Order
4497394-13232309-9731417,"First MOTION Substitute Exhibits Pursuant to CIPA Section 6(c) by USA as to Kristian Saucier. (Attachments: # 1 Exhibit Exhibit 1, # 2 Exhibit Exhibit 2)(Mackie, William) (Entered: 05/09/2016)",gpt-4o-mini-2024-07-18,368,4,Request / Motion,Request / Motion
4497394-13232301-9731406,"MOTION for Attorney(s) Peter Pullano, Esq. to be Admitted Pro Hac Vice (paid $75 PHV fee; receipt number 0205-3992489). (Attachments: # 1 Affidavit Affirmation of Counsel in Support of Motion, # 2 Affidavit Affidavit in Support of Motion)(Cometti, Mario) (Entered: 05/09/2016)",gpt-4o-mini-2024-07-18,393,4,Request / Motion,Request / Motion
4497394-13232330-9731439,"Minute Entry for proceedings held before Judge Stefan R. Underhill:Jury Selection as to Kristian Saucier held on 5/6/2016 Total Time: 3 hours and 00 minutes(Court Reporter Masse, S..)(Jaiman, R.) (Entered: 05/11/2016)",gpt-4o-mini-2024-07-18,371,3,Minute Entry,Minute Entry
4497394-13232290-9731395,"Proposed Voir Dire by Kristian Saucier (Hogan, Derrick) (Entered: 05/05/2016)",gpt-4o-mini-2024-07-18,333,6,Proposed Court Filings,Proposed Court Filings
4497394-13232281-9731386,"ORDER: 69 Motion to Seal is granted. 47 Sealed Motion is granted as a motion to seal; the attached motion to continue, which was not separately docketed, is denied as moot. Signed by Judge Stefan R. Underhill on 5/4/2016. (Pollack, R.) (Entered: 05/04/2016)",gpt-4o-mini-2024-07-18,382,2,Order,Order
4497394-13232272-9731377,"Proposed Voir Dire by USA as to Kristian Saucier (Attachments: # 1 Exhibit A)(Richards, Vanessa) (Entered: 05/04/2016)",gpt-4o-mini-2024-07-18,344,6,Proposed Court Filings,Proposed Court Filings
4497394-50280661-53787247,"Docket Entry Correction as to Kristian Saucier re 70 SEALED MOTION Pre-Trial Memorandum - MODIFIED TO NOTE ENTRY HAS BEEN ENTERED IN ERROR AND REDOCKETED AS DOC #71 (Oliver, T.)",gpt-4o-mini-2024-07-18,354,3,Errata,Errata
4497394-13232262-9731367,"Sealed Document: Pre-Trial Memorandum by USA ( REPLACING DOC #70 ). (Oliver, T.) (Entered: 05/02/2016)",gpt-4o-mini-2024-07-18,342,2,Other,Brief / Memorandum of Law
4497394-13232254-9731358,"ENTERED IN ERROR - SEALED MOTION Pre-Trial Memorandum - by USA as to Kristian Saucier. (Richards, Vanessa) Modified on 5/2/2016 (Oliver, T.). (Entered: 04/29/2016)",gpt-4o-mini-2024-07-18,362,2,Other,Errata
4497394-13232245-9731347,"MOTION to Seal the government's pre-trial memorandum by USA as to Kristian Saucier. (Richards, Vanessa) (Entered: 04/29/2016)",gpt-4o-mini-2024-07-18,343,4,Request / Motion,Request / Motion
4497394-13232239-9731341,"Minute Entry for proceedings held before Judge Stefan R. Underhill:Status Conference as to Kristian Saucier held on 4/25/2016 Total Time: 0 hours and 30 minutes(Court Reporter Sharon Masse.)(Pollack, R.) (Entered: 04/25/2016)",gpt-4o-mini-2024-07-18,370,3,Minute Entry,Minute Entry
4497394-13232231-9731331,"NOTICE OF E-FILED CALENDAR as to Kristian Saucier: THIS IS THE ONLY NOTICE COUNSEL/THE PARTIES WILL RECEIVE. ALL PERSONS ENTERING THE COURTHOUSE MUST PRESENT PHOTO IDENTIFICATION. Jury Selection set for 5/6/2016, 09:00 AM in Courtroom One, 915 Lafayette Blvd., Bridgeport, CT before Judge Stefan R. Underhill.Pretrial Conference set for 5/12/2016, 02:00 PM in Courtroom One, 915 Lafayette Blvd., Bridgeport, CT before Judge Stefan R. Underhill. Jury Trial set for 5/31/2016, 09:00 AM in Courtroom One, 915 Lafayette Blvd., Bridgeport, CT before Judge Stefan R. Underhill. (Pollack, R.) (Entered: 04/25/2016)",gpt-4o-mini-2024-07-18,484,2,Notice,Notice
4497394-13232221-9731319,"ATTORNEY APPEARANCE William Mackie appearing for USA (Mackie, William) (Entered: 04/25/2016)",gpt-4o-mini-2024-07-18,338,2,Other,Other
4497394-13232212-9731309,"NOTICE OF E-FILED CALENDAR as to Kristian Saucier: THIS IS THE ONLY NOTICE COUNSEL/THE PARTIES WILL RECEIVE. ALL PERSONS ENTERING THE COURTHOUSE MUST PRESENT PHOTO IDENTIFICATION. Telephone Conference to reschedule pretrial and trial dates will be held on 4/25/2016, 5:00 PM before Judge Stefan R. Underhill. The call-in for the conference is 888.636.3807; when prompted for the access code, dial 650 8043 followed by #. (If asked whether to join the conference as the host, bypass that option by dialing #.) Jury Selection rescheduled for 5/6/2016, 9:00 AM in Courtroom One, 915 Lafayette Blvd., Bridgeport, CT before Judge Stefan R. Underhill.(Pollack, R.) (Entered: 04/22/2016)",gpt-4o-mini-2024-07-18,492,2,Notice,Notice
4497394-13232203-9731299,"Proposed Jury Instructions by USA as to Kristian Saucier (Rodriguez-Coss, Jacabed) (Entered: 04/22/2016)",gpt-4o-mini-2024-07-18,341,6,Proposed Court Filings,Proposed Court Filings
4497394-13232196-9731289,"ORDER OF TRANSFER in case as to Kristian Saucier. Case reassigned to Judge Stefan R. Underhill for all further proceedings Signed by Judge Michael P. Shea on 4/22/16. (Johnson, D.) (Entered: 04/22/2016)",gpt-4o-mini-2024-07-18,365,2,Order,Order
4497394-13232189-9731280,"CERTIFICATE OF GOOD STANDING re 58 MOTION for Attorney(s) Greg T. Rinckey, Esq. to be Admitted Pro Hac Vice (paid $75 PHV fee; receipt number 0205-3960555) (Rinckey, Greg) (Entered: 04/21/2016)",gpt-4o-mini-2024-07-18,376,2,Other,Other
4497394-13232183-9731274,"NOTICE of Joint Statement of the Case by USA as to Kristian Saucier (Rodriguez-Coss, Jacabed) (Entered: 04/15/2016)",gpt-4o-mini-2024-07-18,344,2,Notice,Notice
4497394-13232172-9731263,"ATTORNEY APPEARANCE: Greg T. Rinckey appearing for Kristian Saucier Pro Hac Vice (Rinckey, Greg) (Entered: 04/12/2016)",gpt-4o-mini-2024-07-18,350,2,Other,Other
4497394-13232163-9731253,"ORDER granting 58 MOTION for Attorney Greg T. Rinckey, Esq. to be Admitted Pro Hac Vice. Certificate of Good Standing due by 6/11/2016. Signed by Clerk on 4/12/2016. (Shafer, J.) (Entered: 04/12/2016)",gpt-4o-mini-2024-07-18,376,2,Order,Order
4497394-13232149-9731240,"MOTION for Attorney(s) Greg T. Rinckey, Esq. to be Admitted Pro Hac Vice (paid $75 PHV fee; receipt number 0205-3960555). (Attachments: # 1 Affidavit Affirmation of Counsel in Support of Motion for Admission Pro Hac Vice, # 2 Affidavit Affidavit in Support of Motion for Admission Pro Hac Vice)(Cometti, Mario) (Entered: 04/11/2016)",gpt-4o-mini-2024-07-18,408,4,Request / Motion,Request / Motion
4497394-13232141-9731225,"MOTION in Limine by USA as to Kristian Saucier. (Richards, Vanessa) (Entered: 04/08/2016)",gpt-4o-mini-2024-07-18,338,4,Request / Motion,Request / Motion
4497394-13232133-9731214,"NOTICE of Expert Witness Testimony by USA as to Kristian Saucier (Rodriguez-Coss, Jacabed) (Entered: 03/25/2016)",gpt-4o-mini-2024-07-18,343,2,Notice,Notice
4497394-13232123-9731203,"NOTICE of Intent to Introduce Rule 404(b) Evidence by USA as to Kristian Saucier (Rodriguez-Coss, Jacabed) (Entered: 03/24/2016)",gpt-4o-mini-2024-07-18,349,2,Notice,Notice
4497394-50280660-53787246,"Set Deadlines/Hearings as to Kristian Saucier: Pretrial Conference set for 4/25/2016 03:30 PM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea (Johnson, D.)",gpt-4o-mini-2024-07-18,361,3,Minute Entry,Notice
4497394-13232116-9731191,"REVISED PRETRIAL ORDER as to Kristian Saucier. Jury Selection set for 5/3/2016 at 09:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Jury Trial set for 5/3/2016 at 01:00 PM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Motion Hearing and First Pretrial Conference set for 4/25/2016 at 03:30 PM in Courtroom One, 450 Main St., Hartford, CT before Judge Michael P. Shea. Signed by Judge Michael P. Shea on 3/17/16.(Bradley, K.) (Entered: 03/17/2016)",gpt-4o-mini-2024-07-18,467,2,Order,Order
4497394-13232109-9731183,"ORDER as to Kristian Saucier. For the reasons and to the extent set forth on the record during the telephonic status conference, the Court DENIES the 46 Motions. The hearing on the motions scheduled for March 15, 2016, at 1pm is CANCELED. Signed by Judge Michael P. Shea on 3/10/16. (Bradley, K.) (Entered: 03/10/2016)",gpt-4o-mini-2024-07-18,400,2,Order,Order
4497394-13232100-9731174,"Minute Entry for proceedings held before Judge Michael P. Shea:Telephonic Status Conference as to Kristian Saucier held on 3/10/2016 20 minutes(Court Reporter Marshall.)(Johnson, D.) (Entered: 03/10/2016)",gpt-4o-mini-2024-07-18,362,3,Minute Entry,Minute Entry
4497394-13232092-9731165,"Minute Entry for proceedings held before Judge Michael P. Shea:Telephonic Status Conference as to Kristian Saucier held on 3/7/2016 20 minutes(Court Reporter Marshall.)(Johnson, D.) (Entered: 03/09/2016)",gpt-4o-mini-2024-07-18,362,3,Minute Entry,Minute Entry
4497394-13232088-9731156,"NOTICE as to Kristian Saucier. There will be a telephonic status conference to on March 10, 2016, at 3:30pm. The dial-in information remains the same. Signed by Judge Michael P. Shea on 3/7/16. (Bradley, K.) (Entered: 03/07/2016)",gpt-4o-mini-2024-07-18,380,2,Notice,Notice
4497394-50280659-53787245,"Set/Reset Deadlines/Hearings as to Kristian Saucier: Telephonic Status Conference set for 3/7/2016 10:00 AM before Judge Michael P. Shea (Johnson, D.)",gpt-4o-mini-2024-07-18,351,3,Minute Entry,Notice
4497394-13232083-9731153,"NOTICE as to Kristian Saucier. There will be a telephonic status conference to discuss scheduling on March 7, 2016 at 10:00am. Signed by Judge Michael P. Shea on 3/4/16. (Bradley, K.) (Entered: 03/04/2016)",gpt-4o-mini-2024-07-18,373,2,Notice,Notice
4497394-13232077-9731146,"Memorandum in Opposition by USA as to Kristian Saucier re 46 MOTION for Bill of Particulars MOTION for Release of Brady Materials MOTION for Disclosure MOTION for Discovery MOTION to Suppress (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C)(Rodriguez-Coss, Jacabed) (Entered: 03/04/2016)",gpt-4o-mini-2024-07-18,392,7,Brief / Memorandum of Law,Brief / Memorandum of Law
4497394-13232069-9731139,"SEALED MOTION Motion to Seal the Motion for a Continuance - by USA as to Kristian Saucier. (Attachments: # 1 Exhibit 1)(Richards, Vanessa) (Entered: 03/03/2016)",gpt-4o-mini-2024-07-18,356,4,Request / Motion,Request / Motion
4497394-13232061-9731131,"MOTION for Bill of Particulars, MOTION for Release of Brady Materials, MOTION for Disclosure, MOTION for Discovery, MOTION to Suppress by Kristian Saucier. (Hogan, Derrick) (Entered: 02/19/2016)",gpt-4o-mini-2024-07-18,361,2,Multiple,Request / Motion
4497394-13232056-9731122,"Minute Entry for proceedings held before Judge Donna F. Martinez:Frye Hearing as to Kristian Saucier held on 2/12/2016. Time 17 minutes(Court Reporter FTR.)(Wood, R.) (Entered: 02/12/2016)",gpt-4o-mini-2024-07-18,364,3,Minute Entry,Minute Entry
4497394-13232049-9731115,"ORDER. The Court GRANTS the parties' joint motion 43 for a protective order. The Court made minor changes to the parties' joint proposed protective order, and the final protective order is attached to this order. Signed by Judge Michael P. Shea on 2/9/16.(Bradley, K.) (Entered: 02/09/2016)",gpt-4o-mini-2024-07-18,381,2,Order,Order
4497394-13232040-9731104,"Joint MOTION For a Protective Order by USA as to Kristian Saucier. (Attachments: # 1 Exhibit A)(Richards, Vanessa) (Entered: 02/08/2016)",gpt-4o-mini-2024-07-18,348,4,Request / Motion,Request / Motion
4497394-50280658-53787244,"Set/Reset Deadlines/Hearings as to Kristian Saucier: Frye Hearing set for 2/12/2016 at 11:00 AM in East Courtroom, 450 Main St., Hartford, CT before Judge Donna F. Martinez. (Wood, R.)",gpt-4o-mini-2024-07-18,365,2,Notice,Notice
4497394-13232033-9731094,"ORDER MODIFYING CONDITIONS OF RELEASE as to Kristian Saucier attached. Signed by Judge Michael P. Shea on 12/29/15. (Bradley, K.) (Entered: 12/29/2015)",gpt-4o-mini-2024-07-18,353,2,Order,Order
4497394-50280657-53787243,"Set/Reset Deadlines/Hearings as to Kristian Saucier: Jury Selection set for 5/11/2016 09:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea (Johnson, D.)",gpt-4o-mini-2024-07-18,362,3,Minute Entry,Notice
4497394-13232023-9731084,"Minute Entry for proceedings held before Judge Michael P. Shea:Telephonic Status Conference as to Kristian Saucier held on 12/16/2015 10 minutes(Court Reporter Marshall.)(Johnson, D.) (Entered: 12/16/2015)",gpt-4o-mini-2024-07-18,362,3,Minute Entry,Minute Entry
4497394-13232014-9731073,"SCHEDULING ORDER as to Kristian Saucier attached. 12(b)(3) Motion Hearing set for 3/15/2016 09:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Pretrial conference and Motion Hearing set for 5/3/2016 10:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea;Proposed Jury Instructions due 5/6/16; Second Pre-trial conference set for 5/10/2016 01:00 PM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea;Jury Selection set for 5/11/2016 08:45 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Jury Trial set for 5/11/2016 01:00 PM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea.(Bradley, K.) (Entered: 12/16/2015)",gpt-4o-mini-2024-07-18,542,2,Order,Order
4497394-13232004-9731061,"ORDER as to Kristian Saucier. The parties have represented that, despite their best efforts, the necessary security clearances of defense counsel will not be completed prior to the end of January 2016. In order to allow time for the parties to review discovery and file any pretrial motions, the parties have agreed to jury selection on May 11, 2016, with trial to begin immediately thereafter.In light of the need for defense counsel to obtain the clearances necessary to view the materials at issue in this case, the Court finds that the failure to grant a continuance would deny counsel the reasonable time necessary for effective preparation, taking into account the exercise of due diligence. In addition, because this case involves issues arising under the Classified Information Procedures Act (CIPA), 18 U.S.C. App. III, the Court finds that this case is sufficiently unusual and complex due to the nature of the prosecution that it is unreasonable to expect adequate preparation for pretrial proceedings, or for trial itself, within the time limits established under the Speedy Trial Act and that the ends of justice are served by allowing for the requested continuance here. Therefore, the Court finds that the ends of justice served by continuing the trial until May 11, 2016, outweigh the best interest of the public and the defendant in a speedy trial. Accordingly, pursuant to 18 U.S.C. ������������������ 3161(h)(7), the Court finds that the time between December 16, 2015, and the jury selection date of May 11, 2016, is properly excludable and is hereby excluded. Signed by Judge Michael P. Shea on 12/16/15. (Bradley, K.) (Entered: 12/16/2015)",gpt-4o-mini-2024-07-18,665,2,Order,Order
4497394-13231996-9731052,"ORDER as to Kristian Saucier. The Court amends the Scheduling Order 34 to cancel the deadlines for substantive motions on 12/17/15 and responses on 1/4/16. The Court will issue new deadlines following the telephonic status conference scheduled for 12/16/15 at 10:00 a.m. Signed by Judge Michael P. Shea on 11/20/15. (Bradley, K.) (Entered: 11/20/2015)",gpt-4o-mini-2024-07-18,408,2,Order,Order
4497394-50280656-53787242,"Terminate Hearing as to Kristian Saucier: 10/28/15 Pretrial Conference (Gould, K.)",gpt-4o-mini-2024-07-18,331,3,Minute Entry,Minute Entry
4497394-13231987-9731041,"ORDER as to Kristian Saucier. Because the trial has been continued until February 2016, the pretrial conference scheduled for October 28, 2015, is CANCELED. Signed by Judge Michael P. Shea on 10/22/15 (Bradley, K.) (Entered: 10/22/2015)",gpt-4o-mini-2024-07-18,377,2,Order,Order
4497394-13231976-9731029,"NOTICE OF E-FILED CALENDAR as to Kristian Saucier: THIS IS THE ONLY NOTICE COUNSEL/THE PARTIES WILL RECEIVE. ALL PERSONS ENTERING THE COURTHOUSE MUST PRESENT PHOTO IDENTIFICATION. RESET FROM 10/07/15 Telephonic Status Conference set for 12/16/2015 10:00 AM before Judge Michael P. Shea (Gould, K.) (Entered: 10/07/2015)",gpt-4o-mini-2024-07-18,399,2,Notice,Notice
4497394-50280655-53787241,"Set/Reset Deadlines/Hearings as to Kristian Saucier: Telephonic Status Conference set for 12/16/2015 at 10:00 am before Judge Michael P. Shea (Gould, K.) .",gpt-4o-mini-2024-07-18,354,3,Minute Entry,Notice
4497394-13231971-9731020,"ORDER as to Kristian Saucier. The telephonic status conference scheduled for October 7, 2015, is postponed and rescheduled for December 16, 2015, at 10:00 a.m. Signed by Judge Michael P. Shea on 10/1/15. (Bradley, K.) (Entered: 10/01/2015)",gpt-4o-mini-2024-07-18,384,2,Order,Order
4497394-13231960-9731011,"SCHEDULING ORDER as to Kristian Saucier Substantive Motions due 12/17/2015, Government Response due 1/4/2016, Jury Selection set for 2/10/2016 at 9:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea. Signed by Judge Michael P. Shea on 9/28/15. (Wood, R.) (Entered: 09/29/2015)",gpt-4o-mini-2024-07-18,411,2,Order,Order
4497394-13231950-9730996,"ORDER as to Kristian Saucier.The parties have represented in their joint status report 32 that, despite their best efforts, the necessary security clearances of defense counsel will not be completed prior to the current trial date of November 4, 2015. The parties have proposed that jury selection and trial begin in February 2016, with pretrial motions due by December 17, 2015, and responses due by January 4, 2016. For the reasons below, the Court adopts these dates, and will schedule selection for February 10, 2015, with trial to begin immediately thereafter.In light of the need for defense counsel to obtain the clearances necessary to view the photographs at issue in this case, the Court finds that the failure to grant the requested continuance would deny counsel the reasonable time necessary for effective preparation, taking into account the exercise of due diligence. In addition, because this case involves issues arising under the Classified Information Procedures Act (CIPA), 18 U.S.C. App. III, the Court finds that this case is sufficiently unusual and complex due to the nature of the prosecution that it is unreasonable to expect adequate preparation for pretrial proceedings, or for trial itself, within the time limits established under the Speedy Trial Act and that the ends of justice are served by allowing for the requested continuance here. Therefore, the Court finds that the ends of justice served by taking such action outweigh the best interest of the public and the defendant in a speedy trial. In addition, pursuant to 18 U.S.C. ������������������ 3161(h)(7), the Court finds that the time between September 28, 2015, and the jury selection date of February 10, 2015, is properly excludable and is hereby excluded. Signed by Judge Michael P. Shea on 9/28/15. (Bradley, K.) (Entered: 09/28/2015)",gpt-4o-mini-2024-07-18,701,2,Order,Order
4497394-50280654-53787240,"Set/Reset Deadlines/Hearings as to Kristian Saucier: Telephonic Status Conference set for 10/7/2015 11:00 AM CT before Judge Michael P. Shea (Johnson, D.)",gpt-4o-mini-2024-07-18,352,3,Minute Entry,Notice
4497394-13231939-9730977,"NOTICE Filing of Joint Status Report by USA as to Kristian Saucier re 28 Order,,,,, (Richards, Vanessa) (Entered: 09/25/2015)",gpt-4o-mini-2024-07-18,344,2,Notice,Notice
4497394-13231925-9730968,"ORDER. The Court GRANTS Defendant's motion 30 to continue the telephonic status conference until October 7, 2015. The conference is rescheduled for October 7, 2015 at 11:00am. Signed by Judge Michael P. Shea on 9/25/15. (Bradley, K.) (Entered: 09/25/2015)",gpt-4o-mini-2024-07-18,386,2,Order,Order
4497394-13231913-9730955,"MOTION to Continue Telephonic Status Conference by Kristian Saucier. (Hogan, Derrick) (Entered: 09/24/2015)",gpt-4o-mini-2024-07-18,338,4,Request / Motion,Request / Motion
4497394-50280653-53787239,"NOTICE OF E-FILED CALENDAR as to Kristian Saucier: THIS IS THE ONLY NOTICE COUNSEL/THE PARTIES WILL RECEIVE. Telephonic Status Conference set for 10/5/2015 10:30 AM before Judge Michael P. Shea (Johnson, D.)",gpt-4o-mini-2024-07-18,364,2,Notice,Notice
4497394-13231900-9730938,"ORDER as to Kristian Saucier. The Telephonic Status Conference in this case is rescheduled for October 5, 2015, at 10:30am. The Court will e-mail the parties dial-in instructions before the call. Signed by Judge Michael P. Shea on 9/18/15. (Bradley, K.) (Entered: 09/18/2015)",gpt-4o-mini-2024-07-18,388,2,Order,Order
4497394-50280652-53787238,"Set Deadlines/Hearings as to Kristian Saucier: Jury Selection set for 11/4/2015 08:45 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Pretrial Conference set for 10/28/2015 09:00 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea; Telephonic Status Conference set for 10/7/2015 04:00 PM before Judge Michael P. Shea; Joint Status Report due 9/25/15 (Johnson, D.)",gpt-4o-mini-2024-07-18,433,3,Minute Entry,Notice
4497394-13231891-9730926,"ORDER. As discussed on the record during today's in-court status conference, jury selection is scheduled for November 4, 2015 at 8:45am in Courtroom Two, 450 Main Street, Hartford. Parties shall file a Joint Status Report by September 25, 2015, which shall contain all the information indicated by the Court at today's status conference. Pretrial motions are due October 15, 2015, with any responses due October 22, 2015. A telephonic status conference will be held October 7, 2015, at 4:00pm. Chambers will email counsel with call-in instructions. Pretrial conference will be held on October 28, 2015 at 9:00am. The Court finds that the end of justice served by continuing the trial to November 4, 2015 outweigh the best interest of the public and the defendant in a speedy trial, considering that failure to grant the continuance would deny counsel for the defendant the reasonable time necessary for effective preparation, taking into account the exercise of due diligence, in particular because certain material discovery will not be produced to defense counsel until the security clearance process is completed. The Court continues the jury selection until November 4, 2015, and excludes the time from September 3, 2015, through November 4, 2015 pursuant to 18 U.S.C. Sec. 3161(h)(7)(B)(iv). Signed by Judge Michael P. Shea on 9/3/15. (Johnson, D.) (Entered: 09/03/2015)",gpt-4o-mini-2024-07-18,637,2,Order,Order
4497394-13231879-9730914,"Minute Entry for proceedings held before Judge Michael P. Shea:Status Conference as to Kristian Saucier held on 9/3/2015 25 minutes(Court Reporter Marshall.)(Johnson, D.) (Entered: 09/03/2015)",gpt-4o-mini-2024-07-18,360,3,Minute Entry,Minute Entry
4497394-13231868-9730896,"ORDER. The Court GRANTS the Government's motion 24 for a pretrial conference pursuant to the Classified Information Procedures Act (CIPA). The CIPA status conference shall be combined with the status conference already scheduled for September 3, 2015. As set forth herein, the Court GRANTS the Government's motion 23 to continue jury selection until November 4, 2015. Finally, the Court also GRANTS the Defendant's motion 25 for an extension of time until October 16, 2015, to file any motions. Signed by Judge Michael P. Shea on 8/18/15. (Bradley, K.) (Entered: 08/18/2015)",gpt-4o-mini-2024-07-18,450,2,Order,Order
4497394-13231854-9730886,"MOTION for Extension of Time to file Motions until 10/19/2015 by Kristian Saucier. (Attachments: # 1 Affidavit Affidavit in Support of Motion for Extension of Time)(Hogan, Derrick) (Entered: 08/13/2015)",gpt-4o-mini-2024-07-18,368,4,Request / Motion,Request / Motion
4497394-13231842-9730867,"MOTION for Pretrial Conference Pursuant to the Classified Information Procedures Act, 18 U.S.C. App. III. (Reynolds, Stephen) (Entered: 08/12/2015)",gpt-4o-mini-2024-07-18,350,4,Request / Motion,Request / Motion
4497394-13231833-9730856,"MOTION to Continue Jury Selection and for Exclusion of Time Under the Speedy Trial Act by USA as to Kristian Saucier. (Attachments: # 1 Text of Proposed Order)(Reynolds, Stephen) (Entered: 08/12/2015)",gpt-4o-mini-2024-07-18,362,4,Request / Motion,Request / Motion
4497394-13231828-9730849,"CERTIFICATE OF GOOD STANDING re 11 MOTION for Attorney(s) Derrick Hogan, Esq. to be Admitted Pro Hac Vice (paid $75 PHV fee; receipt number 0205-3667356) (Hogan, Derrick) (Entered: 08/11/2015)",gpt-4o-mini-2024-07-18,370,2,Other,Other
4497394-13231814-9730837,"ORDER as to Kristian Saucier: The defendant is allowed to travel outside the state & to have his curfew time extended for the purpose of abdominal surgery. Signed by Judge William I. Garfinkel on 7/30/2015. (Torres, K.) (Entered: 07/31/2015)",gpt-4o-mini-2024-07-18,374,2,Order,Order
4497394-13231803-9730823,"NOTICE OF E-FILED CALENDAR as to Kristian Saucier: THIS IS THE ONLY NOTICE COUNSEL/THE PARTIES WILL RECEIVE. ALL PERSONS ENTERING THE COURTHOUSE MUST PRESENT PHOTO IDENTIFICATION. Status Conference set for 9/3/2015 at 10:30 AM in Courtroom Two, 450 Main St., Hartford, CT before Judge Michael P. Shea. Defendant must be present in Court. (Bradley, K.) (Entered: 07/28/2015)",gpt-4o-mini-2024-07-18,411,2,Notice,Notice
4497394-13231792-9730812,"SCHEDULING ORDER as to Kristian Saucier; Substantive Motions due 8/17/2015, Government Response due 8/24/2015, Proposed Voir Dire Questions due 9/18/2015, Proposed Jury Instructions due 9/18/2015, Jury Selection set for 9/23/2015 at 9:45 AM in Courtroom two, 450 Main St., Hartford, CT before Judge Michael P. Shea. Signed by Judge Donna F. Martinez on 7/27/15. (Wood, R.) (Entered: 07/27/2015)",gpt-4o-mini-2024-07-18,437,2,Order,Order
4497394-13231781-9730800,"Minute Entry for proceedings held before Judge Donna F. Martinez:Arraignment as to Kristian Saucier (1) Counts 1,2 held on 7/27/2015, Plea entered by Kristian Saucier Not Guilty on counts 1,2, indictment. Time 3 minutes(Court Reporter FTR.)(Wood, R.) (Entered: 07/27/2015)",gpt-4o-mini-2024-07-18,392,3,Minute Entry,Minute Entry
